rpt_rec_num,Provider CCN,Hospital Name,Street Address,City,State Code,Zip Code,County,Medicare CBSA Number,Rural Versus Urban,CCN Facility Type,Provider Type,Type of Control,Fiscal Year Begin Date,Fiscal Year End Date,FTE - Employees on Payroll,Number of Beds,Total Bed Days Available,Cost of Charity Care,Total Bad Debt Expense,Cost of Uncompensated Care,Total Unreimbursed and Uncompensated Care,Total Salaries From Worksheet A,Overhead Non-Salary Costs,Depreciation Cost,Total Costs,Inpatient Total Charges,Outpatient Total Charges,Combined Outpatient + Inpatient Total Charges,Wage-Related Costs (Core),Total Salaries (adjusted),Contract Labor: Direct Patient Care,Inpatient Revenue,Outpatient Revenue,Less Contractual Allowance and Discounts on Patients' Accounts,Net Patient Revenue,Less Total Operating Expense,Net Income from Service to Patients,Total Other Income,Total Income,Total Other Expenses,Net Income,Cost To Charge Ratio
761349,60004,PLATTE VALLEY MEDICAL CENTER,1600 PRAIRIE CENTER PARKWAY,BRIGHTON,CO,80601,ADAMS,19740,U,STH,1,2,2022-01-01,2022-12-31,614.9,89,32485,3056076,5991724,4704760,18608141,69458421,122689116,7608907,155011840,175354221,391901259,567255480,11171811,69458421,11606897,180812259,423479923,423308595,180983587,203312164,-22328577,16544266,-5784311,8447616,-14231927,0.273266
761350,60009,LUTHERAN MEDICAL CENTER,8300 WEST 38TH AVE,WHEAT RIDGE,CO,80033,JEFFERSON,19740,U,STH,1,2,2022-01-01,2022-12-31,1230.33,242,88330,4662632,12132407,7007418,34995847,143060518,301782499,39395802,413334734,1188181964,1051415057,2239597021,29071881,143060518,18512148,1220211517,1032852045,1855653211,397410351,457050442,-59640091,15986937,-43653154,22476935,-66130089,0.184558
761353,60116,GOOD SAMARITAN MEDICAL CTR,200 EXEMPLA CIRCLE,LAFAYETTE,CO,-80026,BOULDER,14500,U,STH,1,2,2022-01-01,2022-12-31,898.17,183,66795,3584577,6033982,4642635,16876867,93190231,218242260,18122855,290595605,798582923,923436949,1722019872,21083448,93340787,24249159,821540837,902220252,1409501010,314260079,317480086,-3220007,5294140,2074133,18262403,-16188270,0.168753
761362,72003,GAYLORD HOSPITAL  INC,400 GAYLORD FARMS,WALLINGFORD,CT,6492,NEW HAVEN,35300,U,LTCH,2,2,2021-10-01,2022-09-30,646.7,137,50005,,,,,52811670,37687570,4090448,84688686,154748511,31397087,186145598,,,,157952396,33368493,105823994,85496895,90481153,-4984258,1017985,-3966273,,-3966273,
761363,74011,CONNECTICUT MENTAL HEALTH CENTER,34 PARK STREET,NEW HAVEN,CT,6519,NEW HAVEN,35300,U,PH,4,10,2022-07-01,2023-06-30,219.47,32,11680,,,,,21083345,24707279,17340,61007408,22041,1623235,1645276,,21083345,,,,,,45790624,-45790624,,-45790624,,-45790624,
761365,100246,HCA FL LAWNWOOD HOSPITAL,1700 SOUTH 23RD STREET,FT. PIERCE,FL,-34950,ST. LUCIE,38940,U,STH,1,4,2021-10-01,2022-09-30,1320.94,356,120884,32500218,29327024,35264863,45087474,109683898,226699183,13174260,337777330,3222294162,1180881071,4403175233,32026619,109877090,2469865,3222251352,1180923881,3955581457,447593776,336202440,111391336,1236608,112627944,20,112627924,0.076712
761369,170200,VIA CHRISTI HOSP. WICHITA ST. TERESA,14800 W ST TERESA,WICHITA,KS,67235,SEDGWICK,48620,U,STH,1,1,2022-08-01,2023-07-31,157.9,38,13870,1813213,3685717,2561080,2564444,13324597,32539862,1945561,44804413,91120263,142318280,233438543,3016476,13324597,498070,91120263,142318281,178388493,55050051,45864459,9185592,247685,9433277,,9433277,0.191932
761372,171350,RUSSELL REGIONAL HOSPITAL,200 SOUTH MAIN,RUSSELL,KS,-67665,RUSSELL,99917,R,CAH,1,2,2022-08-01,2023-07-31,105.8,21,7540,119631,927310,674795,674795,10884433,11657726,1075736,19445774,5033268,23213021,28246289,,,,5034029,24538745,12019259,17553515,22542159,-4988644,4437269,-551375,,-551375,0.688436
761375,204004,DOROTHEA DIX PSYCHIATRIC CENTER,STATE STREET,BANGOR,ME,04402-0926,PENOBSCOT,12620,U,PH,4,10,2022-07-01,2023-06-30,252,51,18615,,,,,15541218,17842048,142452,29077509,20311089,171,20311260,,,,,,,,33383266,-33383266,,-33383266,,-33383266,
761376,214003,BROOK LANE PSYCHIATRIC CENTER,BROOK LANE PSYCHIATRIC CENTER,HAGERSTOWN,MD,-21742,WASHINGTON,25180,U,PH,4,2,2022-07-01,2023-06-30,221.15,65,23725,,,,,14919802,11551448,1115004,22345812,26194929,3129366,29324295,,,,26230539,5705018,5366993,26568564,26471250,97314,1874916,1972230,,1972230,
761379,231323,SPECTRUM HEALTH REED CITY,300 PATTERSON ROAD,REED CITY,MI,-49677,OSCEOLA,99923,R,CAH,1,2,2022-01-01,2022-12-31,170,25,9125,357781,4088902,1735122,1735122,16498197,44204220,2384707,59128393,6925152,173702817,180627969,3454443,16498197,367604,6908065,176337004,106168559,77076510,60702417,16374093,4123303,20497396,,20497396,0.327349
761380,244005,CHILD & ADOLESCENT BEH. HEALTH SRVS.,444 LAFAYETTE ROAD,ST. PAUL,MN,55164-0979,KANDIYOHI,99924,R,PH,4,10,2022-07-01,2023-06-30,87809,5,1825,,,,,5684869,903914,429771,8222843,7808,,7808,,,,,,,,6588783,-6588783,,-6588783,,-6588783,
761381,250167,METHODIST H/C OLIVE BRANCH HOSPITAL,4250 BETHEL ROAD,OLIVE BRANCH,MS,38654,,32820,U,STH,1,1,2022-01-01,2022-12-31,417,65,23725,9224192,2012189,9631923,9631923,47963666,46753403,6886921,83111386,161102571,264618852,425721423,7915284,47963666,7018604,161102571,253805192,339489296,75418467,94717069,-19298602,38320227,19021625,,19021625,0.195225
761384,260085,ST JOSEPH MEDICAL CENTER,1000 CARONDELET DRIVE,KANSAS CITY,MO,64114,JACKSON,28140,U,STH,1,4,2022-01-01,2022-12-31,654.43,233,85045,3236879,12273032,5403141,10525217,49938103,101643346,6846078,132285377,388706413,379726704,768433117,10518966,49938103,8098730,388706412,379726704,633853318,134579798,151581449,-17001651,4709555,-12292096,119930,-12412026,0.17215
761387,271341,NORTHEAST MONTANA HEALTH SERVICES,315 KNAPP STREET,WOLF POINT,MT,59201,ROOSEVELT,99927,R,CAH,1,2,2022-07-01,2023-06-30,165.94,22,8030,479689,,479689,479689,16843952,22132854,1791970,21440352,8338682,16790524,25129206,,,,8338682,39338481,12311233,35365930,38976806,-3610876,5171127,1560251,,1560251,0.853205
761388,281303,NIOBRARA VALLEY HOSPITAL,HIGHWAY 12 & FIFTH STREET,LYNCH,NE,-68746,BOYD,99928,R,CAH,1,2,2022-09-01,2023-08-31,22.16,15,5475,1048,5000,6091,193007,1258300,2251063,199514,3364507,457834,2185371,2643205,,,,457834,2351406,6048,2803192,3509363,-706171,933521,227350,,227350,1.272889
761398,342015,CAROLINAS CONTINUECARE PINEVILLE,10648 PARK RD,CHARLOTTE,NC,28210,MECKLENBURG,16740,U,LTCH,2,2,2022-08-01,2023-07-31,102.05,40,14600,,,,,9680320,10614203,214953,18675934,72549384,,72549384,,,,72549384,,51874389,20674995,20294523,380472,145971,526443,,526443,
761400,371337,EASTERN OKLAHOMA MEDICAL CENTER,105 WALL STREET,POTEAU,OK,74953,LE FLORE,99937,R,CAH,1,9,2022-07-01,2023-06-30,142.7,25,9125,8718,2624556,1183009,3088825,12079207,12414415,936915,22878256,8550501,41239342,49789843,,,,8402176,41292302,28968754,20725724,24493622,-3767898,3756559,-11339,,-11339,0.459496
761403,394051,PENNSYLVANIA PSYCHIATRIC INSTITUTE,2501 N. 3RD STREET,HARRISBURG,PA,17110,DAUPHIN,25420,U,PH,4,2,2022-07-01,2023-06-30,296,89,32485,,,,,18299138,21237317,319522,37926464,52877611,8421914,61299525,,,,52877611,8421914,39725242,21574283,39536455,-17962172,1416820,-16545352,,-16545352,
761408,450087,MEDICAL CITY NORTH HILLS,4401 BOOTH CALLOWAY ROAD,NORTH RICHLAND HILLS,TX,76180,TARRANT,23104,U,STH,1,4,2022-06-01,2023-05-31,550.92,142,51830,11945928,11161267,12831904,12847310,46221247,79776440,6549753,100475812,943185921,615741598,1558927519,8957973,46744924,,943183636,615739319,1387663112,171259843,125611207,45648636,364730,46013366,-1,46013367,0.064452
761413,450743,TEXAS HEALTH DENTON,207 NORTH BONNIE BRAE,DENTON,TX,76201,DENTON,19124,U,STH,1,2,2022-05-01,2023-04-30,907.38,214,78110,16610285,33073159,23976334,28493557,88294489,170664224,16696663,230953321,620775803,423293465,1044069268,19081168,88294489,9323811,620775800,423293465,776352825,267716440,258958713,8757727,2602024,11359751,,11359751,0.221205
761414,453096,VIBRA REHABILITATION HOSPITAL OF AMA,7200 W. 9TH AVE.,AMARILLO,TX,79106,POTTER,11100,U,RH,5,4,2022-08-01,2023-07-31,96.75,44,16060,,,,,6410723,6039187,34914,12453605,29527014,,29527014,,,,22685911,,9713183,12972728,12449910,522818,401037,923855,,923855,
761416,461333,GARFIELD MEMORIAL HOSPITAL,200 NORTH 400 EAST,PANGUITCH,UT,84759,GARFIELD,99946,R,CAH,1,2,2022-01-01,2022-12-31,73.32,15,5475,595101,407850,873863,876229,9352664,8705082,302853,16599695,6450221,17485537,23935758,,,,5298471,18817916,9789380,14327007,14533408,-206401,1424326,1217925,165,1217760,0.69351
761432,60023,ST. MARYS HOSPITAL & MEDICAL CENTER,2635 NORTH 7TH STREET,GRAND JUNCTION,CO,81502-1628,MESA,24300,R,STH,1,1,2022-01-01,2022-12-31,1622.9,237,86505,7441877,10525034,10190983,36796978,178864184,375512313,24447103,424044589,879090779,806582981,1685673760,31839302,178864184,28025199,911785304,900618878,1258354320,554049862,615134275,-61084413,107580274,46495861,45430936,1064925,0.251558
761441,181327,MARSHALL COUNTY HOSPITAL,615 OLD SYMSONIA RD,BENTON,KY,42025,MARSHALL,99918,R,CAH,1,9,2022-01-01,2022-12-31,160.08,25,9125,9691,1276609,925983,925983,9984025,15833388,1244905,22662806,4046104,26369116,30415220,,,,4046104,27997901,14075259,17968746,25817413,-7848667,7726402,-122265,1532744,-1655009,0.745114
761443,181332,FLEMING COUNTY HOSPITAL,920 ELIZABETH AVE,FLEMINGSBURG,KY,41041,FLEMING,99918,R,CAH,1,4,2022-08-01,2023-07-31,77.52,25,9125,161044,968876,404773,404773,5977721,12277157,516242,15908090,13242731,55532946,68775677,,,,13223427,55552248,47957533,20818142,19560563,1257579,3654282,4911861,,4911861,0.231304
761446,241356,MILLE LACS HOSPITAL,200 NORTH ELM ST,ONAMIA,MN,-56359,MILLE LACS,33460,R,CAH,1,2,2021-10-01,2022-09-30,237.76,18,6570,197358,1319549,863147,5273573,25091453,24661394,2486043,42596952,20934654,63354547,84289201,,,,21778038,70936542,48963332,43751248,51072396,-7321148,3580020,-3741128,,-3741128,0.505367
761448,271300,NORTHEAST MONTANA HEALTHCARE-POPLAR,COURT AVE,POPLAR,MT,59255,ROOSEVELT,99927,R,CAH,1,2,2022-07-01,2023-06-30,28.68,20,7300,291418,,291418,291418,3086085,4692296,559484,11624317,1822549,15878952,17701501,,,,1822549,18074778,7194718,12702609,12091489,611120,27834448,28445568,26885317,1560251,0.656685
761449,290008,NORTHEASTERN NEVADA REGIONAL HOSPITA,2001 ERRECART BOULEVARD,ELKO,NV,89801,ELKO,99929,R,STH,1,4,2022-07-01,2023-06-30,208.25,59,21535,642228,8387099,2461721,10221734,20445162,47045806,2015921,50605822,86550609,154674792,241225401,4000901,20445162,4510961,85640176,163701960,165179460,84162676,71140381,13022295,706447,13728742,,13728742,0.209786
761463,362015,GRACE HOSPITAL,2307 WEST 14 STREET,CLEVELAND,OH,-44113,CUYAHOGA,17460,U,LTCH,2,2,2022-07-01,2023-06-30,39.81,17,6205,,,,,3047939,5510787,855172,7254700,13045226,,13045226,,,,13045226,,7367092,5678134,8558726,-2880592,1783840,-1096752,,-1096752,
761465,364040,MENTAL HEALTH SRVS FOR CLARK COUNTY,474 N YELLOW SPRINGS STREET,SPRINGFIELD,OH,45504,CLARK,44220,U,PH,4,2,2022-07-01,2023-06-30,30.24,16,5840,,,,,7795965,5160679,620372,3493528,21901736,,21901736,,,,36634276,,26882174,9752102,12956644,-3204542,4163406,958864,,958864,
761466,364054,GBH - GENEVA,60 WEST STREET,GENEVA,OH,44041,ASHTABULA,99936,R,PH,4,4,2022-01-01,2022-12-31,31.6,20,7300,,,,,2144570,2102847,150893,3906041,18082140,,18082140,,,,18082140,254243,12705604,5630779,4247417,1383362,21,1383383,,1383383,
761468,364063,GEORGETOWN BEHAVIORAL HOSPITAL,425 HOME STREET,GEORGETOWN,OH,45121-1407,BROWN,17140,U,PH,4,4,2022-07-01,2023-06-30,36.18,24,8760,,,,,2106851,2609752,35604,3470988,4717500,,4717500,,,,5047073,,3007950,2039123,4716603,-2677480,1511,-2675969,,-2675969,
761471,393304,THE CHILDRENS HOME OF PITTSBURGH,5618 KENTUCKY AVENUE,PITTSBURGH,PA,15232,,,NA,CH,7,2,2022-07-01,2023-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761472,394043,CLARION PSYCHIATRIC HOSPITAL,2 HOSPITAL DRIVE,CLARION,PA,16214,CLARION,99939,R,PH,4,4,2022-07-01,2023-06-30,161.8,112,40880,,,1581,1581,10791036,11387290,863961,17257402,58198220,881540,59079760,,,,58198220,881540,31284611,27795149,21536106,6259043,955726,7214769,,7214769,0.218469
761474,440049,METHODIST H/C MEMPHIS HOSPT.,1265 UNION AVENUE,MEMPHIS,TN,38104,SHELBY,32820,U,STH,1,1,2022-01-01,2022-12-31,7602,1314,479610,131974463,12247177,135277410,275146326,791221098,1124197432,100663910,1547248652,3607382162,2946197345,6553579507,106743913,791221098,109572261,3605923866,3263770676,5151066604,1718627938,1915418530,-196790592,158979663,-37810929,,-37810929,0.236092
761495,30121,MOUNTAIN VISTA MEDICAL CENTER,1301 S. CRISMON ROAD,MESA,AZ,85209,MARICOPA,38060,R,STH,1,6,2022-07-01,2023-06-30,716.62,162,55914,2344056,5012592,3206482,3206482,63526214,162622395,5589275,187226412,525741261,579900746,1105642007,10156968,63526214,8389043,525741261,579900746,881789226,223852781,226148609,-2295828,5005627,2709799,,2709799,0.169337
761496,34013,ST. LUKES BEHAVIORAL HEALTH CENTER,1800 EAST VAN BUREN STREET,PHOENIX,AZ,85006,MARICOPA,38060,U,PH,4,6,2022-06-01,2023-05-31,221.77,127,46355,,,,,16816602,25000313,1091144,38686452,102963589,5853065,108816654,,,,102963589,5853065,71089283,37727371,41816915,-4089544,1122920,-2966624,,-2966624,
761523,161326,MADISON COUNTY MEMORIAL HOSPITAL,300 HUTCHINGS,WINTERSET,IA,50273,MADISON,19780,R,CAH,1,9,2022-07-01,2023-06-30,114.5,25,9125,307544,635576,660453,878248,12294376,15681178,2099944,27026299,2851485,42768579,45620064,,,,2892441,45134603,22408186,25618858,27975554,-2356696,5136975,2780279,635576,2144703,0.592421
761545,270017,SAINT JAMES HEALTHCARE,400 SOUTH CLARK,BUTTE,MT,59701,SILVER BOW,99927,R,STH,1,1,2022-01-01,2022-12-31,393.95,69,25185,1708094,1891707,2249802,2249802,39875807,110356482,6621791,120947074,160849232,273249539,434098771,9263532,39875807,7460339,164958185,309824028,310240189,164542024,177532170,-12990146,21875171,8885025,8146656,738369,0.278616
761548,312014,MATHENY SCHOOL & HOSPITAL,MAIN STREET,PEAPACK,NJ,7977,SOMERSET,35154,U,LTCH,5,2,2022-07-01,2023-06-30,543.3,101,36865,,,,,37767443,20056820,1152732,40804835,41573903,356518,41930421,,,,37960463,,,37960463,57824263,-19863800,,-19863800,,-19863800,0.973156
761550,351311,LISBON AREA HEALTH SERVICES,905 MAIN,LISBON,ND,58054,RANSOM,99935,R,CAH,1,2,2022-07-01,2023-06-30,49.85,25,9125,354037,438189,619507,965790,4028193,8320586,830801,11019385,3945640,13832675,17778315,,,,3945640,15031377,7719493,11257524,12348779,-1091255,450338,-640917,,-640917,0.619822
761551,351324,MERCY HOSPITAL OF VALLEY CITY,570 CHAUTAQUA BOULEVARD,VALLEY CITY,ND,58072,BARNES,99935,R,CAH,1,1,2022-07-01,2023-06-30,63.14,25,9125,323605,503677,586840,758940,3877874,9438970,574725,12306279,5694234,17198373,22892607,,,,5910866,18443530,11141860,13212536,13316844,-104308,496631,392323,,392323,0.537566
761558,450804,TEXAS ORTHOPEDIC HOSPITA,7401 SOUTH MAIN STREET,HOUSTON,TX,77030,HARRIS,26420,U,STH,1,5,2022-01-01,2022-12-31,394.82,42,16863,526518,2704830,770020,770020,30570967,97431255,5416082,115514072,697968851,899762734,1597731585,7256437,30588702,,697921396,899810188,1359884658,237846926,127743953,110102973,4175075,114278048,6,114278042,0.072299
761568,41306,COMM MEDICAL CENTER OF CALICO ROCK,PARK ST,CALICO ROCK,AR,72519,IZARD,99904,R,CAH,1,2,2022-07-01,2022-08-14,4.97,25,1125,,,,26720,290412,397998,,576425,311451,865269,1176720,,,,324194,876317,211425,989086,688410,300676,967062,1267738,,1267738,0.489857
761572,100106,DOCTORS MEMORIAL,333 BYRON BUTLER PARKWAY,PERRY,FL,32347,TAYLOR,99910,R,STH,1,2,2022-06-01,2023-05-31,145.68,48,17520,475483,2862781,1616894,1958660,10152376,12819448,-75651,20524917,3643246,47737036,51380282,1651843,10184920,315819,3643246,49172182,34456694,18358734,22971824,-4613090,3733143,-879947,,-879947,0.399471
761589,214020,J KENT MCNEW FAMILY MEDICAL CENTER,175 HARRY S TRUMAN PARKWAY,ANNAPOLIS,MD,21401,ANNE ARUNDEL,12580,U,PH,4,2,2022-07-01,2023-06-30,52.5,16,5840,,,,,4926248,3798890,781540,8303010,8003468,858939,8862407,,,,8003468,858939,1645104,7217303,8725138,-1507835,335776,-1172059,,-1172059,
761614,450028,VALLEY BAPTIST MED CNTR BROWNSVILLE,1040 WEST JEFFERSON STREET,BROWNSVILLE,TX,78520,CAMERON,15180,U,STH,1,4,2022-05-01,2023-04-30,662.4,240,87600,13897433,24831911,15985483,16341614,63950590,101079405,7475736,155276954,1422202637,877607158,2299809795,10595992,63574613,2042537,1428703727,880418518,2106695256,202426989,165030138,37396851,317146,37713997,,37713997,0.067517
761615,450411,EASTLAND MEMORIAL HOSPITAL,304 S DAUGHTERY,EASTLAND,TX,-76448,EASTLAND,99945,R,STH,1,11,2022-07-01,2023-06-30,154.29,19,6935,2743815,1828713,3436562,4220107,8559681,13161055,1140413,19435320,7897623,43053639,50951262,1261443,8559681,534443,7718086,43233176,40679711,10271551,21720736,-11449185,15996001,4546816,87005,4459811,0.381449
761616,450571,SHANNON MEDICAL CENTER,120 EAST HARRIS AVENUE,SAN ANGELO,TX,76903,TOM GREEN,41660,R,STH,1,2,2021-10-01,2022-09-30,1778.03,404,147642,20327283,75129571,33348360,33454980,125219265,408183790,27177684,393366342,890505914,1437355143,2327861057,32562233,125219265,43202450,899419884,1467770454,1756563601,610626737,533403055,77223682,5182823,82406505,,82406505,0.168982
761626,74015,ALBERT J SOLNIT CHILDRENS CENTER -,915 RIVER RD,MIDDLETOWN,CT,06457-3921,,,NA,PH,4,10,2022-07-01,2023-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761641,140294,CROSSROADS COMMUNITY HOSPITAL,8 DOCTORS PARK ROAD,MT VERNON,IL,62864,JEFFERSON,99914,R,STH,1,4,2022-01-01,2023-01-13,159.46,47,17766,284208,3973064,1186138,7130299,14039501,53552654,1760911,57606283,50190011,218767284,268957295,3066037,14039501,1015560,50190011,218767284,214298645,54658650,67592155,-12933505,579788,-12353717,,-12353717,0.214184
761642,144010,CHICAGO READ MENTAL HEALTH CENTER,4200 N OAK PARK AVE,CHICAGO,IL,60634,,16974,U,PH,4,10,2022-07-01,2023-06-30,308.38,24,8760,,,,,25547014,5159586,744120,54756693,112002,353568,465570,,25547014,,,,,,30706600,-30706600,,-30706600,,-30706600,
761643,144016,ALTON MENTAL HEALTH CENTER,4500 COLLEGE AVE.,ALTON,IL,62002,,41180,U,PH,4,10,2022-07-01,2023-06-30,242.45,134,48910,,,,,18319264,5948470,1533084,42983948,80022,278808,358830,,18319264,,,,,,24267734,-24267734,,-24267734,,-24267734,
761662,180127,FRANKFORT REGIONAL,299 KINGS DAUGHTERS DRIVE,FRANKFORT,KY,40601,FRANKLIN,99918,R,STH,1,4,2022-08-01,2023-07-31,397.61,118,42232,2794242,5591317,3513603,3513603,31998436,59887861,-9672127,90702228,398103138,410860839,808963977,7556959,31998436,122731,398102443,410861534,686679611,122284366,91886243,30398123,6617121,37015244,,37015244,0.112121
761664,190079,ST. CHARLES PARISH HOSPITAL,1057 PAUL MALLARD ROAD,LULING,LA,70070,ST. CHARLES PARISH,35380,U,STH,1,11,2022-08-01,2023-07-31,329.38,27,9855,861014,2216426,1633366,1635441,12796061,54477726,4271626,69120902,36843475,161536737,198380212,3267682,30252898,540225,36844028,161536736,134350303,64030461,67273787,-3243326,18739122,15495796,,15495796,0.348426
761665,192015,OCHSNER EXTENDED CARE HOSPITAL,2614 JEFFERSON HWY  2ND FLOOR,JEFFERSON,LA,70121-3828,JEFFERSON PARISH,35380,U,LTCH,2,4,2022-09-01,2023-08-31,72,35,12775,,,,,6152808,9052659,115493,15089982,30295458,,30295458,,6152808,1034667,30295458,,16963349,13332109,15205467,-1873358,,-1873358,,-1873358,
761666,192032,LA EXTENDED CARE OF LAFAYETTE,2810 AMBASSADOR CAFFERY PKWY 6TH FLO,LAFAYETTE,LA,70506,LAFAYETTE PARISH,29180,U,LTCH,2,4,2022-09-01,2023-08-31,85,48,17520,,,,,7172962,9881615,485543,18601141,35266917,,35266917,,7172962,713638,35266917,,17270465,17996452,17054577,941875,,941875,,941875,
761667,192035,LA EXTENDED CARE OF NATCHITOCHES,501 KEYSER AVE 2ND FLOOR,NATCHITOCHES,LA,71457,NATCHITOCHES PARISH,99919,R,LTCH,2,4,2022-09-01,2023-08-31,37,9,5090,,,,,3000667,3084155,57921,6396068,13944457,,13944457,,3000667,258675,13944457,,7835810,6108647,6084822,23825,,23825,,23825,
761673,260006,HEARTLAND REGIONAL MEDICAL CENTER,5325 FARAON,ST. JOSEPH,MO,64506-3398,BUCHANAN,41140,R,STH,1,2,2022-07-01,2023-06-30,2707.19,352,123816,27268592,16706897,33671732,35437814,278744693,413650351,31149199,539429032,588776024,808903277,1397679301,43336151,278445644,22198788,588940429,1069152524,981170296,676922657,718954700,-42032043,53217172,11185129,7225370,3959759,0.385946
761683,291307,MESA VIEW REGIONAL HOSPITAL,1299 BERTHA HOWE AVE,MESQUITE,NV,-89027,CLARK,29820,R,CAH,1,4,2022-08-01,2023-07-31,124.81,25,9125,325850,3496415,1162781,3957304,12090893,24283705,1795232,34202881,29197221,123647411,152844632,,,,29197221,123647411,117940252,34904380,36374598,-1470218,448017,-1022201,,-1022201,0.223775
761692,352004,VIBRA HOSPITAL OF FARGO  LLC,5225 23RD AVE S. 7TH FLOOR,FARGO,ND,58104,CASS,22020,U,LTCH,2,4,2022-08-01,2023-07-31,77.07,31,11315,,,,,6555207,7979684,807580,14431709,115525571,269,115525840,,,,115525571,269,88330817,27195023,14534891,12660132,429909,13090041,,13090041,
761693,352005,VIBRA HOSPITAL OF CENTRAL DAKOTAS  L,1000 18TH STREET N.W.,MANDAN,ND,58554,MORTON,13900,U,LTCH,2,4,2022-08-01,2023-07-31,55.61,41,14965,,,,,4423757,4775183,713484,8700545,49428874,16366,49445240,,,,49876143,16366,38114306,11778203,9198940,2579263,7733,2586996,,2586996,
761704,370002,ALLIANCEHEALTH WOODWARD,917 17TH STREET,WOODWARD,OK,73802,WOODWARD,99937,R,STH,1,4,2022-06-01,2023-05-31,140.24,40,14600,582627,3043913,1111440,4256566,12701751,35207948,2659623,38647855,47570283,186945555,234515838,2238423,12701751,1145536,47612009,188125499,195437553,40299955,47909699,-7609744,1858263,-5751481,,-5751481,0.164798
761706,390025,KENSINGTON HOSPITAL,136 WEST DIAMOND STREET,PHILADELPHIA,PA,19122,PHILADELPHIA,37964,U,STH,1,2,2022-07-01,2023-06-30,,14,5110,,,,,2886218,4560684,297427,3691433,3760122,342601,4102723,641038,2886218,31653,8289422,5434446,9222385,4501483,7446902,-2945419,4456303,1510884,,1510884,0.899752
761707,390100,LANCASTER GENERAL HOSPITAL,555 NORTH DUKE STREET,LANCASTER,PA,17604-3555,LANCASTER,29540,R,STH,1,2,2022-07-01,2023-06-30,6430,620,226300,10003316,28292423,17637607,73426726,517320251,846194256,,986296052,1544331711,2169921140,3714252851,136650200,542175549,23118897,1714794415,2257621759,2642819515,1329596659,1363514507,-33917848,138098343,104180495,,104180495,0.265544
761708,390156,MERCY CATHOLIC MEDICAL CENTER,LANSDOWNE AVE & BAILEY RD.,DARBY,PA,19023,USA,37964,U,STH,1,1,2022-07-01,2023-06-30,915.99,153,55845,2042443,15606377,5136675,6397132,73776087,141036141,6752302,169474494,454707549,426355497,881063046,14463951,73657479,1006473,519721750,454074382,783669051,190127081,214812228,-24685147,17942914,-6742233,,-6742233,0.192352
